time,open,high,low,close,Volume,Volume MA
917879400,9358.83,9611.33,9099.04,9306.58,NaN,NaN
920298600,9306.58,10085.31,9211.23,9786.16,NaN,NaN
922977000,9786.16,10961.71,9765.63,10789.04,NaN,NaN
925738200,11014.69,11130.67,10434.26,10559.74,NaN,NaN
928243800,10559.74,11003.41,10409.14,10970.8,NaN,NaN
930835800,10970.8,11252.27,10647.86,10655.15,NaN,NaN
933600600,10655.15,11365.93,10549.08,10829.28,NaN,NaN
936192600,10829.28,11142.41,10081.13,10336.95,NaN,NaN
938784600,10335.69,10790.02,9976.02,10731.76,NaN,NaN
941466600,10695.61,11112.77,10536.27,10877.81,NaN,NaN
944058600,10875.44,11568.77,10859.65,11497.12,NaN,NaN
946909800,11494.71,11750.28,10701.64,10940.53,NaN,NaN
949415400,10952.32,11118.93,9836.06,10128.31,NaN,NaN
951921000,10163.99,11234.65,9731.81,10921.92,NaN,NaN
954768600,10921.92,11425.45,10201.53,10733.91,NaN,NaN
957187800,10733.91,10971.24,10258.81,10522.33,NaN,NaN
959866200,10549.74,10863,10335.46,10447.89,NaN,NaN
962631000,10434.81,10874.63,10393.09,10521.98,NaN,NaN
965136600,10521.98,11319.06,10516.76,11215.1,NaN,NaN
967815000,11276.51,11401.19,10567.32,10650.92,NaN,NaN
970493400,10682.37,10995.41,9654.64,10971.14,NaN,NaN
973089000,10917.3,11006.5,10292.39,10414.49,NaN,NaN
975681000,10448.62,10917.68,10299.21,10787.99,NaN,NaN
978445800,10703.08,11028,10468.04,10887.36,NaN,NaN
981037800,10892.97,11035.14,10294.01,10495.28,NaN,NaN
983457000,10440.18,10859.5,9106.54,9878.78,NaN,NaN
986218200,9877.16,10906.41,9375.72,10734.97,NaN,NaN
988723800,10734.05,11350.05,10673.22,10911.94,NaN,NaN
991402200,10913.57,11196.53,10394.72,10502.4,NaN,NaN
994080600,10504.95,10679.12,10120.89,10522.81,NaN,NaN
996672600,10527.38,10609.65,9869.14,9949.75,NaN,NaN
999610200,9946.98,10182.38,8062.34,8847.56,NaN,NaN
1001943000,8845.97,9598.17,8732.14,9075.14,NaN,NaN
1004625000,9087.45,9992.79,9014.46,9851.56,NaN,NaN
1007389800,9848.93,10184.45,9703.9,10021.5,NaN,NaN
1009981800,10021.71,10300.15,9529.46,9920,NaN,NaN
1012573800,9923.04,10255.24,9580.32,10106.13,NaN,NaN
1014993000,10111.04,10673.1,10111.04,10403.94,NaN,NaN
1017671400,10402.07,10402.07,9811.57,9946.22,NaN,NaN
1020259800,9944.9,10353.43,9802.23,9925.25,NaN,NaN
1023111000,9923.94,9986.49,8926.57,9243.26,NaN,NaN
1025530200,9239.25,9410.38,7532.66,8736.59,NaN,NaN
1028208600,8732.58,9077.01,8030.82,8663.5,NaN,NaN
1031059800,8659.27,8726.9,7460.78,7591.93,NaN,NaN
1033479000,7593.04,8558.63,7197.49,8397.03,NaN,NaN
1036161000,8395.64,8950.33,8298.68,8896.09,NaN,NaN
1038839400,8902.95,9043.37,8242.91,8341.63,NaN,NaN
1041517800,8342.38,8869.29,7917.16,8053.81,NaN,NaN
1044282600,8053.74,8152.53,7628.99,7891.08,NaN,NaN
1046701800,7890.24,8522.18,7416.64,7992.13,NaN,NaN
1049207400,7992.83,8559.77,7979.69,8480.09,NaN,NaN
1051795800,8478.48,8868.33,8340.23,8850.26,NaN,NaN
1054560600,8851.45,9352.77,8851.45,8985.44,NaN,NaN
1057066200,8983.66,9361.4,8871.2,9233.8,NaN,NaN
1059744600,9232.68,9499.97,8997.11,9415.82,NaN,NaN
1062509400,9416.67,9686.08,9230.47,9275.06,NaN,NaN
1065015000,9276.8,9850.01,9276.8,9801.12,NaN,NaN
1067869800,9802.46,9903.57,9585.5,9782.46,NaN,NaN
1070289000,9785.35,10462.44,9785.35,10453.92,NaN,NaN
1073053800,10452.74,10705.18,10367.41,10488.07,NaN,NaN
1075732200,10487.78,10753.63,10434.67,10583.92,NaN,NaN
1078151400,10582.25,10695.55,10007.49,10357.7,NaN,NaN
1080829800,10357.52,10570.81,10219.18,10225.57,NaN,NaN
1083591000,10227.27,10386.32,9852.19,10188.45,NaN,NaN
1086096600,10187.18,10487.54,10134.86,10435.48,NaN,NaN
1088688600,10434,10448.09,9913.92,10139.71,NaN,NaN
1091453400,10138.45,10211.25,9783.91,10173.92,NaN,NaN
1094045400,10170.12,10363.36,9977.92,10080.27,NaN,NaN
1096637400,10082.04,10270.37,9708.4,10027.47,NaN,NaN
1099319400,10028.73,10602.85,10010.15,10428.02,NaN,NaN
1101911400,10425.8,10868.07,10418.63,10783.01,NaN,NaN
1104762600,10783.75,10867.39,10368.61,10489.94,NaN,NaN
1107268200,10489.72,10853.43,10489.64,10766.23,NaN,NaN
1109687400,10769.04,10984.46,10396.24,10503.76,NaN,NaN
1112365800,10504.57,10568.93,10000.46,10192.51,NaN,NaN
1115040600,10192,10560.81,10075.55,10467.48,NaN,NaN
1117632600,10462.86,10656.29,10253.49,10274.97,NaN,NaN
1120224600,10273.59,10717.73,10175.4,10640.91,NaN,NaN
1122903000,10641.78,10719.41,10349.37,10481.6,NaN,NaN
1125581400,10481.44,10701.81,10350.96,10568.7,NaN,NaN
1128346200,10569.5,10608.56,10156.46,10440.07,NaN,NaN
1130855400,10437.51,10959.79,10388.76,10805.87,NaN,NaN
1133447400,10806.03,10940.34,10709.42,10717.5,NaN,NaN
1136298600,10718.3,11047.76,10661.15,10864.86,NaN,NaN
1138804200,10862.14,11159.18,10737.67,10993.41,NaN,NaN
1141223400,10993.25,11334.96,10922.73,11109.32,NaN,NaN
1144071000,11113,11417.66,11039.12,11367.14,NaN,NaN
1146490200,11367.78,11670.19,11030.47,11168.31,NaN,NaN
1149168600,11169.03,11285.82,10698.85,11150.22,NaN,NaN
1151933400,11149.34,11257.08,10683.32,11185.68,NaN,NaN
1154439000,11184.8,11407.08,11042.64,11381.15,NaN,NaN
1157117400,11382.75,11741.99,11323.84,11679.07,NaN,NaN
1159795800,11678.99,12167.02,11653.06,12080.73,NaN,NaN
1162391400,12080.25,12361,11965.31,12221.93,NaN,NaN
1164983400,12220.97,12529.88,12089.98,12463.15,NaN,NaN
1167834600,12459.54,12657.02,12337.37,12621.69,NaN,NaN
1170340200,12617.2,12795.93,12086.06,12268.63,NaN,NaN
1172759400,12265.59,12511.05,11939.61,12354.35,NaN,NaN
1175520600,12354.52,13162.06,12324.28,13062.91,NaN,NaN
1178026200,13062.75,13673.07,13041.3,13627.64,NaN,NaN
1180704600,13628.69,13692,13251.53,13408.62,NaN,NaN
1183383000,13409.6,14021.95,13199.79,13211.99,NaN,NaN
1185975000,13211.09,13695.82,12517.94,13357.74,NaN,NaN
1188912600,13358.39,13924.81,13021.93,13895.63,NaN,NaN
1191245400,13895.71,14198.1,13407.49,13930.01,NaN,NaN
1193923800,13924.16,13924.16,12724.09,13371.72,NaN,NaN
1196692200,13368.22,13780.11,13092,13264.82,NaN,NaN
1199284200,13261.82,13279.54,11634.82,12650.36,NaN,NaN
1201876200,12638.17,12767.74,12069.47,12266.39,NaN,NaN
1204554600,12264.36,12622.07,11731.6,12262.89,NaN,NaN
1207056600,12266.64,13010,12266.47,12820.13,NaN,NaN
1209648600,12818.34,13136.69,12442.59,12638.32,NaN,NaN
1212413400,12637.67,12638.08,11287.56,11350.01,NaN,NaN
1214919000,11344.64,11698.17,10827.71,11378.02,NaN,NaN
1217597400,11379.89,11867.11,11221.53,11543.55,NaN,NaN
1220362200,11545.63,11790.17,10365.45,10850.66,NaN,NaN
1222867800,10847.4,10882.52,7882.51,9325.01,NaN,NaN
1225722600,9326.04,9653.95,7449.38,8829.04,NaN,NaN
1228141800,8826.89,9026.41,8118.5,8776.39,NaN,NaN
1230906600,8772.25,9088.06,7909.03,8000.86,NaN,NaN
1233585000,8000.62,8315.07,7033.62,7062.93,NaN,NaN
1236004200,7056.48,7931.33,6469.95,7608.92,NaN,NaN
1238592600,7606.13,8307.51,7483.87,8168.12,NaN,NaN
1241184600,8167.41,8591.93,8099.31,8500.33,NaN,NaN
1243863000,8501.53,8877.93,8259.43,8447,NaN,NaN
1246455000,8447.53,9246.43,8087.19,9171.61,NaN,NaN
1249306200,9173.65,9630.2,9116.52,9496.28,NaN,NaN
1251811800,9492.32,9917.99,9252.93,9712.28,NaN,NaN
1254403800,9711.6,10119.47,9430.08,9712.73,NaN,NaN
1257172200,9712.13,10495.61,9678.95,10344.84,NaN,NaN
1259677800,10343.82,10580.33,10235.63,10428.05,NaN,NaN
1262615400,10430.69,10729.89,10043.75,10067.33,NaN,NaN
1265034600,10068.99,10438.55,9835.09,10325.26,NaN,NaN
1267453800,10326.1,10955.48,10326.1,10856.63,NaN,NaN
1270128600,10857.31,11258.01,10844.09,11008.61,NaN,NaN
1272893400,11009.6,11177.67,9774.48,10136.63,NaN,NaN
1275399000,10133.94,10594.16,9753.84,9774.02,NaN,NaN
1277991000,9773.27,10584.99,9614.32,10465.94,NaN,NaN
1280755800,10468.82,10719.94,9936.62,10014.72,NaN,NaN
1283347800,10016.01,10948.88,10016.01,10788.05,NaN,NaN
1285939800,10789.72,11247.6,10711.12,11118.49,NaN,NaN
1288618200,11120.3,11451.53,10929.28,11006.02,NaN,NaN
1291213800,11007.23,11625,11007.23,11577.51,NaN,NaN
1294065000,11577.43,12020.52,11573.87,11891.93,NaN,NaN
1296570600,11892.5,12391.29,11892.5,12226.34,NaN,NaN
1298989800,12226.49,12383.46,11555.48,12319.73,NaN,NaN
1301664600,12321.02,12832.83,12093.89,12810.54,NaN,NaN
1304343000,12810.16,12876,12309.52,12569.79,NaN,NaN
1306935000,12569.41,12569.49,11862.53,12414.34,NaN,NaN
1309527000,12412.07,12753.89,12083.45,12143.24,NaN,NaN
1312205400,12144.22,12282.42,10604.07,11613.53,NaN,NaN
1314883800,11613.3,11716.84,10597.14,10913.38,NaN,NaN
1317648600,10912.1,12284.31,10404.49,11955.01,NaN,NaN
1320154200,11951.53,12187.51,11231.56,12045.68,NaN,NaN
1322749800,12046.21,12328.47,11735.19,12217.56,NaN,NaN
1325601000,12221.19,12841.95,12221.19,12632.91,NaN,NaN
1328106600,12632.76,13055.75,12632.76,12952.07,NaN,NaN
1330612200,12952.29,13289.08,12734.86,13212.04,NaN,NaN
1333373400,13211.36,13297.11,12710.56,13213.63,NaN,NaN
1335879000,13214.16,13338.66,12311.56,12393.45,NaN,NaN
1338557400,12391.56,12898.94,12035.09,12880.09,NaN,NaN
1341235800,12879.71,13128.64,12492.25,13008.68,NaN,NaN
1343827800,13007.47,13330.76,12778.9,13090.84,NaN,NaN
1346765400,13092.15,13653.24,12977.09,13437.13,NaN,NaN
1349098200,13437.66,13661.87,13039.86,13096.46,NaN,NaN
1351776600,13099.19,13290.75,12471.49,13025.58,NaN,NaN
1354545000,13027.73,13365.86,12883.89,13104.14,NaN,NaN
1357137000,13104.3,13969.99,13104.3,13860.58,NaN,NaN
1359729000,13860.58,14149.15,13784.01,14054.49,NaN,NaN
1362148200,14054.49,14585.1,13937.6,14578.54,NaN,NaN
1364823000,14578.54,14887.51,14434.43,14839.8,NaN,NaN
1367415000,14839.8,15542.4,14687.05,15115.57,NaN,NaN
1370266200,15123.55,15340.09,14551.27,14909.6,NaN,NaN
1372685400,14911.6,15634.32,14858.93,15499.54,NaN,NaN
1375363800,15503.85,15658.43,14760.41,14810.31,NaN,NaN
1378215000,14801.55,15709.58,14777.48,15129.67,NaN,NaN
1380634200,15132.49,15721,14719.43,15545.75,NaN,NaN
1383312600,15558.01,16174.51,15522.18,16086.41,NaN,NaN
1385994600,16087.12,16588.25,15703.79,16576.66,NaN,NaN
1388673000,16572.17,16573.07,15617.55,15698.85,NaN,NaN
1391437800,15697.69,16398.95,15340.69,16321.71,NaN,NaN
1393857000,16321.71,16505.7,16046.99,16457.66,NaN,NaN
1396359000,16458.05,16631.63,16015.32,16580.84,NaN,NaN
1398951000,16580.26,16735.51,16341.3,16717.17,NaN,NaN
1401715800,16716.85,16978.02,16673.65,16826.6,NaN,NaN
1404221400,16828.53,17151.56,16563.3,16563.3,NaN,NaN
1406899800,16561.7,17153.8,16333.78,17098.45,NaN,NaN
1409664600,17097.42,17350.64,16934.43,17042.9,NaN,NaN
1412170200,17040.46,17395.54,15855.12,17390.52,NaN,NaN
1415025000,17390.9,17894.83,17278.36,17828.24,NaN,NaN
1417444200,17827.27,18103.45,17067.59,17823.07,NaN,NaN
1420209000,17823.07,17951.78,17136.3,17164.95,NaN,NaN
1422887400,17169.99,18244.38,17037.76,18132.7,NaN,NaN
1425306600,18134.05,18288.63,17579.27,17776.12,NaN,NaN
1427895000,17778.52,18175.56,17585.01,17840.52,NaN,NaN
1430487000,17859.27,18351.36,17733.12,18010.68,NaN,NaN
1433165400,18017.82,18188.81,17576.5,17619.51,NaN,NaN
1435757400,17638.12,18137.12,17399.17,17689.86,NaN,NaN
1438608600,17696.74,17704.76,15370.33,16528.03,NaN,NaN
1441114200,16528.03,16933.43,15942.37,16284.7,NaN,NaN
1443706200,16278.62,17799.96,16013.66,17663.54,NaN,NaN
1446474600,17672.62,17977.85,17210.43,17719.92,NaN,NaN
1448980200,17719.72,17901.58,17116.73,17425.03,NaN,NaN
1451917800,17405.48,17405.48,15450.56,16466.3,NaN,NaN
1454337000,16453.63,16795.98,15503.01,16516.5,NaN,NaN
1456842600,16545.67,17790.11,16545.67,17685.09,NaN,NaN
1459517400,17661.74,18167.63,17484.23,17773.64,NaN,NaN
1462195800,17783.78,17934.61,17331.07,17787.2,NaN,NaN
1464787800,17754.55,18016,17063.08,17929.99,NaN,NaN
1467379800,17924.24,18622.01,17713.45,18432.24,NaN,NaN
1470058200,18434.5,18668.44,18247.79,18400.88,NaN,NaN
1472736600,18396.57,18551.54,17992.21,18308.15,NaN,NaN
1475501400,18279.6,18399.96,17959.95,18142.42,NaN,NaN
1478007000,18158.24,19225.29,17883.56,19123.58,NaN,NaN
1480602600,19149.2,19987.63,19138.79,19762.6,NaN,NaN
1483453800,19872.86,20125.58,19677.94,19864.09,NaN,NaN
1485959400,19923.81,20851.33,19831.09,20812.24,NaN,NaN
1488378600,20957.29,21169.11,20412.8,20663.22,NaN,NaN
1491226200,20665.17,21070.9,20379.55,20940.51,NaN,NaN
1493645400,20962.73,21112.32,20553.45,21008.65,NaN,NaN
1496323800,21030.55,21535.03,20994.22,21349.63,NaN,NaN
1499088600,21392.3,21929.8,21279.3,21891.12,NaN,NaN
1501594200,21961.42,22179.11,21600.34,21948.1,NaN,NaN
1504272600,21981.77,22419.51,21709.63,22405.09,NaN,NaN
1506951000,22423.47,23485.25,22416,23377.24,NaN,NaN
1509543000,23442.9,24327.82,23242.75,24272.35,NaN,NaN
1512138600,24305.4,24876.07,23921.9,24719.22,NaN,NaN
1514903400,24809.35,26616.71,24741.7,26149.39,NaN,NaN
1517495400,26083.04,26306.7,23360.29,25029.2,NaN,NaN
1519914600,25024.04,25449.15,23509.06,24103.11,NaN,NaN
1522675800,24076.6,24858.97,23344.52,24163.15,NaN,NaN
1525181400,24117.29,25086.49,23531.31,24415.84,NaN,NaN
1527859800,24542.09,25402.83,23997.21,24271.41,NaN,NaN
1530538200,24161.53,25587.24,24077.56,25415.19,NaN,NaN
1533130200,25461.63,26167.94,24965.77,25964.82,NaN,NaN
1536067800,25916.07,26769.16,25754.32,26458.31,NaN,NaN
1538400600,26598.36,26951.81,24122.23,25115.76,NaN,NaN
1541079000,25142.08,26277.82,24268.74,25538.46,NaN,NaN
1543847400,25779.57,25980.21,21712.53,23327.46,NaN,NaN
1546439400,23058.61,25109.62,22638.41,24999.67,NaN,NaN
1549031400,25025.31,26241.42,24883.04,25916,NaN,NaN
1551450600,26019.67,26155.98,25208,25928.68,NaN,NaN
1554125400,26075.1,26695.96,26062.59,26592.91,NaN,NaN
1556717400,26639.06,26689.39,24809.51,24815.04,NaN,NaN
1559568600,24830.16,26907.37,24680.57,26599.96,NaN,NaN
1561987800,26805.86,27398.68,26616.21,26864.27,NaN,NaN
1564666200,26879.86,27175.59,25339.6,26403.28,NaN,NaN
1567517400,26198.26,27306.73,25978.22,26916.83,NaN,NaN
1569936600,26962.54,27204.36,25743.46,27046.23,NaN,NaN
1572615000,27142.95,28174.97,27142.95,28051.41,NaN,NaN
1575297000,28109.74,28701.66,27325.13,28538.44,NaN,NaN
1577975400,28638.97,29373.62,28169.53,28256.03,NaN,NaN
1580740200,28319.65,29568.57,24681.01,25409.36,NaN,NaN
1583159400,25590.51,27102.34,18213.65,21917.16,NaN,NaN
1585747800,21227.38,24764.77,20735.02,24345.72,NaN,NaN
1588339800,24120.78,25758.79,22789.62,25383.11,NaN,NaN
1591018200,25342.99,27580.21,24843.18,25812.88,NaN,NaN
1593610200,25879.38,27071.33,25523.51,26428.32,NaN,NaN
1596461400,26542.32,28733.35,26534.38,28430.05,NaN,NaN
1598967000,28439.61,29199.35,26537.01,27781.7,NaN,NaN
1601559000,27940.63,28957.9,26143.77,26501.6,NaN,NaN
1604327400,26691.28,30116.51,26691.28,29638.64,NaN,NaN
1606833000,29797.5,30637.47,29599.29,30606.48,NaN,NaN
1609770600,30627.47,31272.22,29856.3,29982.62,NaN,NaN
1612189800,30054.73,32009.64,30014.97,30932.37,NaN,NaN
1614609000,31065.9,33259,30547.53,32981.55,NaN,NaN
1617283800,33054.58,34256.75,32985.35,33874.85,NaN,NaN
1620048600,33904.89,35091.56,33473.8,34529.45,NaN,NaN
1622554200,34584.19,34849.32,33271.93,34502.52,NaN,NaN
1625146200,34507.32,35171.52,33741.76,34935.48,NaN,NaN
1627911000,34968.56,35631.19,34690.25,35360.74,NaN,NaN
1630503000,35387.55,35475.4,33613.03,33843.93,NaN,NaN
1633095000,34030.17,35892.92,33785.54,35819.57,NaN,NaN
1635773400,35833.65,36565.73,34424.44,34483.73,NaN,NaN
1638369000,34678.94,36679.44,34006.98,36338.31,NaN,NaN
1641220200,36321.59,36952.65,33150.33,35131.87,NaN,NaN
1643725800,35151.47,35824.28,32272.64,33892.61,NaN,NaN
1646145000,33813.48,35372.26,32578.73,34678.36,NaN,NaN
1648819800,34740.89,35492.22,32913.15,32977.22,NaN,NaN
1651498200,32978.49,34117.74,30635.76,32990.13,NaN,NaN
1654090200,33156.31,33272.34,29653.29,30775.44,NaN,NaN
1656682200,30737.77,32910.18,30143.93,32845.14,NaN,NaN
1659360600,32755.71,34281.36,31509.59,31510.44,NaN,NaN
1662039000,31454.58,32504.04,28715.85,28725.52,NaN,NaN
1664803800,28855.25,32889.81,28660.94,32732.96,NaN,NaN
1667309400,32862.79,34589.77,31727.05,34589.77,NaN,NaN
1669905000,34533.59,34712.28,32573.43,33147.26,NaN,NaN
1672756200,33148.9,34342.32,32812.33,34086.05,NaN,NaN
1675261800,34039.6,34334.7,32636.43,32656.71,NaN,NaN
1677681000,32656.37,33572.22,31429.82,33274.16,NaN,NaN
1680528600,33245.78,34104.56,33235.85,34098.17,NaN,NaN
1682947800,34116.81,34257.83,32586.56,32908.28,NaN,NaN
1685626200,32929.85,34588.68,32704.51,34407.61,NaN,NaN
1688391000,34369.78,35645.35,33705.68,35559.54,NaN,NaN
1690896600,35585.99,35679.13,34029.22,34721.92,NaN,NaN
1693575000,34876.24,34979.18,33306.3,33507.51,NaN,NaN
1696253400,33455.5,34147.63,32327.2,33052.88,NaN,NaN
1698845400,33081.87,35970.7,33010.85,35950.9,NaN,NaN
1701441000,35914.45,37778.85,35914.45,37689.55,NaN,NaN
1704205800,37566.22,37825.27,37249.24,37592.99,NaN,NaN